id;name;description;principal_name;principal_surname;lat;lon;country;postal_code;city;address;house;phone;fax;email;website;facebook;twitter;wikipedia;foundation_date;teaching_languages;ADEC;AERO;IDEN
1b2d8857-7e08-4ffa-9cc0-b17a8da0f9bc;Pine Community School;;;;;;Australia;4054;Arana Hills, QLD;Bunya Road;123;0061738511496;;;http://www.pinecommunityschool.org;;;;1972-01-01;;;;
b71b98a2-0cbd-4026-a58d-5ff302c6f59b;Sherbrooke Community School;;;;;;Australia;3787;Sassafras, VIC;Mount Dandenong Tourist Road;311;0061397552007;;;http://www.sherbrooke.vic.edu.au;;;;1985-01-01;;;;
f6ea27f3-cfd1-401d-b5c5-6f9df8ff26e0;SelfDesign Learning Community;;;;;;Canada;V6R 4J5;Vancouver;West 4th Avenue;4196;0018773533374;;;http://selfdesign.org;https://www.facebook.com/SelfDesignLearningCommunity;;;1983-01-01;;;;
7f95f792-82b7-4142-ace0-5ca6e1cb6317;Freie Aktive Schule Kinderkosmos Esslingen;;;;;;Germany;73733;Esslingen am Neckar;Klosterallee;23;004915231865120;;;http://www.kinderkosmos-esslingen.de;https://www.facebook.com/kinderkosmos;;;2004-01-01;;;;
533dd17c-09bb-4451-84ac-1239e175f002;Die Freie Aktive Schule Tübingen;;;;;;Germany;72070;Tübingen;Schwärzlocher Straße;3;00497071885143;;;http://www.aktive-schule.de;;;;2000-01-01;;;;
f4e3d1d8-75fe-4e44-9be6-da7bce3fdca8;Freien Reformschule Speyer;;;;;;Germany;67346;Speyer;Herdstraße;5;00496232296983;;;http://www.reformschule-speyer.de;;;;;;;;
f19b725a-4149-4a30-a9d8-dcfa02286219;Freie Schule Spatz;;;;;;Germany;77654;Offenburg;Prinz-Eugen-Straße;4;00497819480824;;;http://www.freieschulespatz.de;;;;;;;;
98301c6c-22cd-47a7-9630-5722c5baa1eb;LernWerk e.V.;;;;;;Germany;74939;Zuzenhausen;Hubweg;9;00496226554740;;;http://www.montessori-lernwerk.de;;;;;;;;
5e48d2b8-5980-4005-849f-eafbfe8a0a78;The League for The Arabs of Jaffa;;;;;;Israel;68031;Jaffa;Yeffet st;73;0097236812290;;;http://www.arabyaffa.org;;;;1948-01-01;;;;
b9ec21bc-6bac-4d2f-92b5-e98948267044;Kinokuni Children's Village;;;;;;Japan;648-0035;Hashimoto, Wakayama Prefecture;Hikotani;51;0081736333370;;;http://www.kinokuni.ac.jp;;;;1984-01-01;;;;
63c200d4-b431-440c-b5d3-94df5a24e01f;Arthur Morgan School;;;;;;United States;28714;Burnsville, NC;AMS Circle;60;0018286754262;;;http://www.arthurmorganschool.org;https://www.facebook.com/ArthurMorganSchool;https://twitter.com/ArthurMorganSch;;1962-01-01;;;;
4cc7a501-758a-4506-be15-6f52ebdc3039;Brooklyn Free School;;;;;;United States;11238;Brooklyn, NY;Clinton Avenue;372;0017184992707;;;http://www.brooklynfreeschool.org;https://www.facebook.com/brooklynfreeschool;https://twitter.com/bklynfreeschool;;1983-01-01;;;;
ba6412a7-5073-4056-b9d8-882cadc8e768;Wayfinder Schools;;;;;;United States;04843;Camden, ME;Washington Street;79;0012072363000;;;http://wayfinderschools.org;https://www.facebook.com/wayfinderschools;;;1973-01-01;;;;
cd173b7b-9807-4c51-bd71-7737b44822e2;The Delta Program;;;;;;United States;16801;State College, PA;West Nittany Avenue;154;0018142311000;;;http://www.scasd.org;;;;1974-01-01;;;;
f57bf165-70ae-424a-a8c7-8eb535d81110;Three Rivers Village School;;;;;;United States;15207;Pittsburgh, PA;East Elizabeth Street;134;0014124083388;;;http://threeriversvillageschool.org;https://www.facebook.com/ThreeRiversVillageSchool;;;2012-01-01;;;;
8274ca68-e748-48c1-8c01-0de6dfce0c4d;Gaia Democratic School;;;;;;United States;55403;Minneapolis, MN;Mount Curve Avenue;900;0016128230154;;;http://www.gaiademocratic.org;https://www.facebook.com/GaiaDemocratic;https://twitter.com/GaiaDemSchool;;;;;;
be3aa923-d7e1-415a-8203-d09dde97334a;Great Oak School;;;;;;United States;77375;Tomball, TX;Carrell Street;715;0012815167296;;;http://www.greatoakschool.org;https://www.facebook.com/pages/Great-Oak-School/112222345831;;;2009-01-01;;;;
ef02e3e5-bf79-49d1-84d1-6865f65e8101;Highland Free School;;;;;;United States;85719;Tucson, AZ;South Highland Avenue;510;0015206230104;;;http://highlandfreeschool.org/;https://www.facebook.com/pages/Highland-Free-School/200560426642239;;;1970-01-01;;;;
57bb9f6b-ccca-4309-83e2-adb6fb0982a1;Jefferson County Open School;;;;;;United States;80214;Lakewood, CO;West 10th Avenue;7655;0013039827045;;;http://www.jeffcoopen.org;https://www.facebook.com/JEFFERSONCOUNTYOPENSCHOOL;;;1970-01-01;;;;
9dcab71f-bdb4-414a-a2bf-4b09743f7c01;Lehman Alternative Community School;;;;;;United States;14850;Ithaca, NY;Chestnut Street;111;0016072742183;;;http://www.ithacacityschools.org/index.cfm/page/lacs.htm;;;;1974-01-01;;;;
9169ae6e-2f3b-4750-a12c-4d4da5b66bf9;ALC Mosaic;;;;;;United States;28217;Charlotte, NC;East Arrowood Road;401;0017047099668;;;http://alcmosaic.org;https://www.facebook.com/alcmosaic;https://twitter.com/alcmosaic;;1968-01-01;;;;
40b38328-f128-455b-8d8a-1258a0513e52;The New School;;;;;;United States;04043;Kennebunk, ME;York Street;38;0012079853745;;;http://www.tnsk.org;;;;1970-01-01;;;;
38d72437-6b26-4c20-bda8-e976fa62619b;Play Mountain Place;;;;;;United States;90034;Los Angeles, CA;Hargis Street;6063;0013238704381;;;http://www.playmountain.org;https://www.facebook.com/PlayMountainPlace;;;;;;;
074ec24e-d327-40ca-bc48-49bda97d184d;Puget Sound Community School;;;;;;United States;98134;Seattle, WA;South Dearborn Street;660;0012063244350;;;http://pscs.org;https://www.facebook.com/PSCSfans;https://twitter.com/PSCSFans;;1994-01-01;;;;
789edb4c-8368-4bdd-83cd-6b3b9c04c3f5;The Raven Freedom School;;;;;;United States;01610;Worcester, MA;King Street;4;0015085611164;;;www.ravenfreedomschool.org;;;;2008-01-01;;;;
215a4bcb-ffa4-4e9c-ae4e-97e0ec4763b3;River School;;;;;;United States;04915;Belfast, ME;High Street;137;0012073221467;;;http://www.riverschoolbelfast.org;https://www.facebook.com/River-School-Belfast-192693927413266;;;2007-01-01;;;;
3dcf2174-295e-4493-82fb-26384f4e4ca2;Sego Lily School;;;;;;United States;84123;Murray, UT;West 4800 South;447;0018012749555;;;www.segolilyschool.org;https://www.facebook.com/Sego-Lily-School-194754680557291;;;2008-01-01;;;;
f919e123-3d20-48c1-951e-a8118b79b39f;Stellar Secondary School;;;;;;United States;99503;Anchorage, AK;Blueberry Road;2508;0019077424950;;;http://www.stellerschool712.org;;;;;;;;
7eb7b244-9020-4725-ace2-ca93249f702a;Sunset Sudbury Learning Community;;;;;;United States;33335;Fort Lauderdale, FL;Southwest 14th Street;99;0019544047785;;;http://sunsetsudbury.org;https://www.facebook.com/sunsetsudbury;https://twitter.com/sunsetsudbury;;;;;;
df88f325-62ce-4c62-a927-007c97ba657b;Whole Life Learning Center;;;;;;United States;78748;Austin, TX;Old San Antonio Road;10801;0015129440279;;;http://www.wholelifelearningcenter.com;https://www.facebook.com/wholelifelearningcenter;https://twitter.com/wllcaustin;;2011-01-01;;;;
c1acbe0e-549b-4989-9267-3de95a714f2e;Youth Initiative High School;;;;;;United States;54665;Viroqua, WI;E. Jefferson Street Suite 302;500;0016086376445;;;http://www.yihs.net;https://www.facebook.com/youthinitiativehighschool;;;1996-01-01;;;;
8c5c2300-94c6-4952-a670-c853f43c0175;TakingITGlobal;;;;;;Canada;M5H 3H1;Toronto;Duncan Street, Suite 505;19;0014169779363;;;http://www.tigweb.org;https://www.facebook.com/takingitglobal;https://twitter.com/takingitglobal;;1999-01-01;;;;
eed55cbe-b4e1-476c-a68c-df445d27a704;Calgary Board Of Education;;;;;;Canada;AB T2R 0L4;Calgary;8 Street Southwest;1221;0014038174000;;;http://www.cbe.ab.ca;;https://twitter.com/yyCBEdu;;;;;;
79b2010c-c138-4cf0-9d2c-5a34aaaba583;L’École de la Croisée des Chemins;;;;;;;21000;Dijon;Rue de la Marseillaise;10;0033951845067;;;http://ecoledelacroiseedeschemins.fr;https://www.facebook.com/EcoleDemocratiquedelaCroiseedesChemins;;;;;;;
fb95d1bb-be74-4e7b-997b-74a51bad1f3f;De Buitenplaats School;;;;;;Netherlands;9289 HH;Drogeham;De Buorren;66;0031644143116;;;http://www.debuitenplaats.nu;https://www.facebook.com/sociocratischeschooldebuitenplaats;;;;;;;
445d74dc-f641-445e-92fb-245f1f2a7778;The Family School at Larkhall;;;;;;United Kingdom;SW2 5NR;London;Lyham Road;206;011447989173391;;;http://familyschool.pbworks.com;;;;2007-01-01;;;;
ed257428-0630-43b9-934d-52f056498220;Sacramento Valley Charter School;;;;;;United States;95691-3046;West Sacramento, CA;Sellers Way;2399;0019165966422;;;http://www.sacvalleycharter.org;https://www.facebook.com/sacramentovalleycharterschool;;;;;;;
e3527678-1407-4cb4-b53c-cfe24c2edce6;Do Good Media;;;;;;United States;32064;Live Oak, FL;Ohio Avenue North;208;0013863622272;;;http://www.dogoodmedia.us;https://www.facebook.com/dogoodmedia;https://twitter.com/dogoodmediaINC;;2009-01-01;;;;
99a3987a-1d46-4f92-9a8e-9e016016b57e;Children’s Community School (Waterbury);;;;;;United States;06702;Waterbury, CT;Wolcott Street;31;0012035750659;;;http://www.ccswaterbury.org;https://www.facebook.com/CCSWaterburyCT;;;;;;;
2f4abab1-ae7f-473d-8ff4-3fe76200c8c2;Our Children's Community School;;;;;;United States;27455;Greensboro, NC;Joan Avenue;2204;0013362823332;;;http://occsgreensboro.org;https://www.facebook.com/Our-Childrens-Community-School-100848059961128;;;;;;;
1978c717-db97-43b1-9de9-1c92c0c61271;All Faiths Children's Academy;;;;;;United Kingdom;ME2 4UF;Strood, Kent;Gun Lane;Gun Lane Children’s Centre;011441634717115;;;http://www.allfaiths.medway.sch.uk;;;;;;;;
9466f173-ae28-447f-9148-15d60d670579;The Children’s Arts Institute;;;;;;United States;91411;Van Nuys, CA;Sylvan Street;14702;0018187806226;;;http://childrensartsinstitute.com;;;;;;;;
f7a27643-360e-4fc7-8110-21f99c6dc1bb;The Community School;;;;;;United States;03883;South Tamworth, NH;Bunker Hill Road;1164;0016033237000;;;http://www.communityschoolnh.net;;;;1989-01-01;;;;
a740c47c-eb04-4498-a59f-15cafc99a9dc;Ferme des Enfants;;;;;;Belgium;4000;Liège;Vieille-voie-de-Tongres;48;003242241324;;;http://www.lafermedesenfantsdeliege.be;https://www.facebook.com/profile.php?id=100010021904626;;;1994-01-01;;;;
4dd40778-8e69-4f45-9234-dc6d4ac0f449;Blink Basisonderwijs;;;;;;Netherlands;4105 BA;Culemborg;Jan van Riebeeckstraat;9;0031345523698;;;http://www.blinkschool.nl;;;;;;;;
6a5efd85-2b99-4349-8432-b9e58b4abd38;De Wegwijzer;;;;;;Netherlands;6865 GA;Doorwerth;Mozartlaan;1;0031263333782;;;http://www.obs-dewegwijzer.nl;;;;1922-01-01;;;;
b84c64e3-c23f-40bc-9397-e7caf4e7abf2;De Bernulphusschool;;;;;;Netherlands;6861 GR;Oosterbeek;Pastoor Bruggemanlaan;10;0031263332458;;;http://www.bernulphusschool.nl;https://www.facebook.com/bernulphusschool.oosterbeek;https://twitter.com/Bernulphus;;;;;;
0e3b6644-53cc-4398-85ae-581824cccbfb;Vita Vera School;;;;;;Netherlands;6871 HV;Renkum;Bram Streeflandweg;107;0031317313178;;;http://www.vitavera-skovv.nl;;https://twitter.com/VitaVeraSchool;;;;;;
130e2cc2-602f-438a-85d5-a621bb8608b9;Koonwarra Village School;;;;;;Australia;3954;Koonwarra;Koala Drive;20-26;006156642477;;;http://www.koonwarravillageschool.org;;;;2012-01-01;;;;
9baa921a-8bdd-4cd7-a10f-7024807debf9;Colegio Kurmi Wasi;;;;;;Bolivia;;Achocalla;Callejon Ingavi;38;0059122890285;;;http://www.kurmiwasi.org;https://www.facebook.com/Kurmi-Wasi-319136591472262;;;;;;;
e0f57b41-8430-45c2-aac0-4a3398041907;&Learning;;;;;;Denmark;2200;Copenhagen;Fælledvej;12;004540898902;;;http://andlearning.com;;;;;;;1;
91e7c806-a1d7-42f3-ac1f-2ba2a1a0f431;Fundación “Amigos de la Vida”, AMI;;;;;;Ecuador;;Cotacachi;Via A Imantag;1 km;00593998414756;;;http://fundacionami.org.ec;;;;;;;1;
c511e660-8654-448c-b830-5c94fc12ba2d;Ecole Dynamique;;;;;;France;75013;Paris;Rue du Dessous des Berges;2;0033783842797;;;http://www.ecole-dynamique.org;https://www.facebook.com/ecoledynamique;https://twitter.com/EcoleDynamique;;;;;1;
5656def5-b92e-42e7-9188-a12c5672f291;Freie Schule Bochum;;;;;;Germany;44799;Bochum;Wiemelhauser Straße;270;004923472648;;;http://www.freieschulebochum.de;;;;;;;;
bae369e4-9e02-46f5-aefa-4153e4ebd015;Fitzroy Community School;Description;;;0.00000000;0.00000000;Australia;3068;North Fitzroy, VIC;Brunswick Street;597;0061394892356;;;http://www.fcs.vic.edu.au;;;;1976-01-01;;;;
ddbccb67-6df9-4c3e-a14f-d0b7e4b6beb2;Jersey Shore Free School;;;;0.00000000;0.00000000;United States;07739;Little Silver, NJ;Birch Avenue;36;0017328420238;;;http://www.jerseyshorefreeschool.org;https://www.facebook.com/pages/Jersey-Shore-Free-School/42840932490;https://twitter.com/JSFSchool;;;;;;
597996ab-7781-40ea-9937-a9f06ce134f0;Remember Niger Coalition;;;;;;Niger;;Rockford, MI;Riga Avenue Northeast;6737;;;;http://www.rememberniger.org;;;;;;;;
bc307dfb-a825-40ae-835a-363730b78b98;Escuela de la Nueva Cultura La Cecilia;;;;;;Argentina;3014;Monte Vera;Provincial Route nº5 Km 3;Escuela La Cecilia;00543424904151;;;http://www.lacecilia.org.ar;https://www.facebook.com/escuelalacecilia;;;1990-11-01;Spanish;;;1
452e8cdc-5a77-4d6b-a3a2-374c415de7b5;L'école de La Ferme des Enfants;;;;;;France;07460;Berrias-et-Casteljau, Lablachère;Chaulet - Casteljau;Hameau des Buis;0033475350997;;;http://www.la-ferme-des-enfants.com;;;;2001-01-01;;;;
2be45a49-96c4-49b4-a98c-611c53cfc45b;Brisbane Independent School;;Jen;Haynes;;;Australia;4069;Pullenvale, QLD;Moggill Road;2447;0061733785466;;;http://www.bis.org.au;https://www.facebook.com/brisbaneindependentschool;;;1968-01-01;English;1;;1
b3c6e37b-b059-47cd-abd2-bea7dac5d6b9;ALAS - Aprendizaje en Libertad;;;;;;Mexico;44670;Guadalajara;Domingo Sarmiento;2904;;;;http://comunidadalas.wix.com/comunidadalas;https://www.facebook.com/ALAScomunidad;;;;;;1;
e4d7fdbc-609f-4cf0-9c3f-ff9ce7cdc846;ExAlt - Centro de Aprendizaje Ágil;;;;;;Puerto Rico;00925;San Juan;Calle Mariana Bracetti;51A;0017876323462;;;http://www.exaltpr.org;https://www.facebook.com/ExAltALC;;;;;;1;
f1a46d38-2c84-4034-a33e-0cde2f6a9f7d;Holistic Education School;;;;;;China;369;Zhuolan Township, Taiwan;Neiwan;141-3;00886425896909;;;http://holistic.so-buy.com;;;;;;;;
f20e50ea-9dda-4881-b8b7-b89e07b2599a;Northbridge International School Cambodia;;;;;;Cambodia;;Phnom Penh;Street 2004;;;;;http://www.nordangliaeducation.com/our-schools/cambodia;https://www.facebook.com/officialNISC;;;;;;;
5fe7c884-7c95-4641-935a-e2cb3b0dfd37;EducateMe;;;;;;United States;20003;Washington, DC;E Street Southeast;1613;;;;http://www.educateme.org;;;;;;;;
e278f11c-8e84-40b4-a085-bc8fe4842a89;Demokratische Werkcollege;;;;;;Austria;1090;Vienna;Währinger Straße;59;;;;http://college.schuelerinnenschule.at;;;;;;;;
534167e3-250d-4473-ac70-5d6756ae925f;Aga Khan Academy, Maputo;;;;;;Mozambique;;Maputo;Avenida Julius Nyerere;1187;0025821720963;;;http://agakhanacademies.org/maputo;https://www.facebook.com/AKAMaputo;;;;;;;
e7ba190a-c019-46fb-b952-f1d565262847;Kinma School;;;;0.00000000;0.00000000;Australia;2084;Terrey Hills, NSW;Coolowie Road;127;0061294500738;;;http://www.kinma.nsw.edu.au;https://www.facebook.com/kinmaschool;https://twitter.com/kinmaschool;;1971-01-01;English;1;1;1
6376affa-1dcb-449c-8780-10fc90cb19b5;MetEast High School;;;;;;United States;8103;Camden, NJ;Kaighn Avenue;1656;0018569665223;;;http://www.meteast.org;;;;;;;;
16d8359b-c46b-474a-a883-33378f4b48ab;Red Cedar School;;;;;;United States;05443;Bristol, VT;Hardscrabble Road;246;0018024535213;;;www.redcedarschool.com;https://www.facebook.com/pages/Red-Cedar-School/126452640788266;;;1989-01-01;;;;
452eb491-a29d-4836-8ddf-11438d3d29d7;Het Leerhuis Sudbury School;;;;;;Belgium;3070;Kortenberg;Abdijdreef;22;0032486689187;;;http://www.hetleerhuis.org;https://www.facebook.com/pages/Het-Leerhuis-Sudbury-school/43952134216?sk;;;2007-01-01;;;;
c82ac86f-f3df-426d-b6cd-fa0471622b5d;Bernadotteskolen;;;;;;Denmark;2900;Hellerup;Hellerupvej;11;004539621215;;;http://bernadotteskolen.skoleporten.dk;https://www.facebook.com/pages/Bernadotteskolen/209494549142470;;;1905-06-16;;;;
88d259f2-397b-4c1b-bccc-68198d7d024c;A.E.N. La Prairie;;;;;;France;31400;Toulouse;Rue des Néfliers;1;0033562268360;;;http://www.ecolecollege-laprairie.fr;;;;1974-01-01;;;;
c5ac4d05-eb6f-49df-991f-426c2f4802d4;Freie Schule Pankow;;;;;;Germany;13156;Berlin;Boris-Pasternak-Weg;9;0049304733083;;;http://freie-schule-pankow.de;;;;;;;;
a52fa38b-7543-41f3-a9f5-848f7fb52e0c;Freie Schule Leipzig e.V.;;;;;;Germany;, 04209;Leipzig;Alte Salzstraße;67;00493413013343;;;http://www.freie-schule-leipzig.de;https://www.facebook.com/pages/Freie-Schule-Leipzig-The-Leipzig-Free-School/119500798134529;;;1990-01-01;;;;
978a8b76-ca9c-45bd-9b44-c1bdaf65e7a4;Freie Ganztagsschule Leonardo;;;;;;Germany;07749;Jena;Marie-Juchacz-Straße;1;00493641 880050;;;www.leonardo-jena.de;;;;2007-08-01;;;;
06918d65-eb30-49c1-ad25-501a91cc31c4;Demokratische Schule X;;;;;;Germany;13503;Berlin;Keilerstraße;17a;00493060922621;;;www.demokratische-schule-x.de;https://www.facebook.com/DemokratischeSchuleX;https://twitter.com/DSX_Berlin;;2009-11-08;;;;
045a278e-0b30-41b7-b6f6-1a22b69940e9;TING-Schule;;;;;;Germany;13189;Berlin;Berliner Straße;100;00493047004506;;;http://www.ting-schule.de;https://www.facebook.com/TING.SudburySchule;;;2007-08-01;;;;
d9a10c2c-4b8e-4e01-b41f-af4ccb8b58af;Sri Atmananda Memorial School;;;;;;India;689 532;Kerala;Malakkara;Sri Atmananda Memorial School;;;;http://www.avef.org;;;;;;;;
d3ca53a6-81d1-4ac9-b834-fdd6056b8278;Okinawa Sudbury School;;;;;;Japan;901-2226;Ginowan City, Okinawa Prefecture;Kakazu 1-Chome;20-5;0081988901622;;;http://www.okinawa-ss.com;https://www.facebook.com/okinawasudbury;https://twitter.com/okinawasudbury;;;;;;
9fb73773-12c3-43d2-8869-e298b7f70f1b;Aventurijn School;;;;;;Netherlands;7371 GA;Loenen, Apeldoorn;Voorsterweg;1;0031555051222;;;www.aventurijn.org;;;;2000-01-01;;;;
5d5c128d-42db-4ba7-a470-9ad6204946e8;Newschool.nu;;;;;;Netherlands;3841 DL;Harderwijk;Hogepad;14;00310341269027;;;http://newschool.nu;https://www.facebook.com/Newschool.nu;https://twitter.com/Newschoolnu;;;;;;
a34ac854-af26-488c-8b16-392308e9f2fc;Sudbury School Gent;;;;;;Belgium;9040;Sint-Amandsberg;Antwerpsesteenweg;1026;003292224179;;;http://www.sudbury.be;https://www.facebook.com/SudburySchoolGent;https://twitter.com/Sudbury_Gent;;2010-01-01;;;;
8e4cb376-0fea-4b89-a663-e07b66016571;Autorska Szkoła Samorozwoju (ASSA);;;;;;Poland;51-315;Wroclaw;Kiełczowska Street;43;0048713307143;;;www.assa.wroc.pl;https://www.facebook.com/groups/1478479615735588/;;;1990-01-01;;;;
ba9d75dd-f4e4-4fbb-bd17-0371dad205e0;"Przedszkole ""Przyjaciele Żyrafy""";;;;;;Poland;01-590;Warszawa;Ks. J. Popiełuszki;14/117;0048228324294;;;http://www.przyjacielezyrafy.pl;https://www.facebook.com/PrzyjacieleZyrafy;;;;;;;
b8cbaa54-828d-4794-9733-3eb06cf92388;Lernstatt School;;;;;;Switzerland;4574;Nennigkofen;Dorfstrasse;40;0041326221875;;;www.lernstattschule.ch;;;;;;;;
d75ee793-28c4-4669-8454-3afdb531d844;Park-School of open projects;;;;;;Ukraine;04211;Kiev;Geroev Stalingrada avenue;4a bld, office 1;00380442370333;;;www.parkschool.com.ua;https://www.facebook.com/dixischool;https://twitter.com/parkschoolua;;2010-01-01;;;;
71d02310-798a-4805-aafd-a61cf899f048;Acorn Glen School;;;;;;United States;48103;Ann Arbor, MI;Miller Avenue;1547;0017345855555;;;www.acornglen.org;;;;2014-09-01;;;;
49b93d36-692e-4652-b212-dce18ba67e65;Clearview Sudbury School;;;;;;United States;78722;Austin, TX;Wilshire Boulevard;1507;0015125240085;;;www.clearviewsudburyschool.org;https://www.facebook.com/ClearviewSudburySchool;https://twitter.com/Clearviewschool;;;;;;
76a89af4-7274-43d4-94fc-c58345b75dd9;Diablo Valley School;;;;;;United States;94519;Concord, CA;Clayton Road;2924;0019256762982;;;http://www.diablovalleyschool.org;;;;1997-01-01;;;;
af91881f-d4d5-487f-bd01-5ba454e12856;Dr. Pedro Albizu Campos High School;;;;;;United States;60622;Chicago, IL;W. Division Street;2739-41;0017733428022;;;http://www.pedroalbizucamposhs.org;https://www.facebook.com/pedroalbizucamposcighschool;;;;;;;
af396e8b-b3f7-4448-97c1-0f2125a9c82c;Longview School;;;;;;United States;10509;Brewster, NY;Main Street;83;0018452598259;;;www.longviewschool.org;https://www.facebook.com/pages/Longview-School/261109973929362;;;;;;;
4b0eae79-b2cf-4a98-962e-9f7e63511a04;The Free School in Albany;;;;;;United States;12202;Albany, NY;Elm Street;8;0015184343072;;;http://www.albanyfreeschool.org/;https://www.facebook.com/albanyfreeschool;https://twitter.com/TFSALBANY;;2006-01-01;;;;
3290ae95-8a17-41f8-b9af-d9b15f34d3d4;Roskilde Sudbury School;;;;;;Denmark;4000;Roskilde;Vindingevej;31;004535371111;;;http://www.roskildesudburyskole.dk;https://www.facebook.com/roskildesudburyskole;;;2009-08-10;;;;
bc0224f9-1140-4f47-8744-fd3622e7f662;Det frie Gymnasium;;;;;;Denmark;2200;Copenhagen;Møllegade;26;004535371111;;;www.detfri.dk;https://www.facebook.com/detfriegymnasium;;;1970-01-01;;;;
437bc404-29cf-4268-918f-69d8aa756e9f;Die Freie Schule Odenwald – Drachenschule;;;;;;Germany;69483;Wald-Michelbach;Birkenweg;31;00496207924851;;;www.drachenschule-odenwald.de;https://www.facebook.com/fso.drachenschule;;;2005-11-01;;;;
948d0e95-a66e-4924-ae71-25a8eda729f5;Demokratische Schule Infinita;;;;;;Germany;23847;Steinhorst;Hauptstraße;4;004917638591248;;;www.infinita-schule.de;https://www.facebook.com/infinita.schule;;;2013-08-01;;;;
0005af57-b63c-4e24-8b5c-441dda22bf6b;Neue Schule Hamburg;;;;0.00000000;0.00000000;Germany;22149;Hamburg;Schimmelreiterweg;11;00494066909945;;;www.neue-schule-hamburg.org;https://www.facebook.com/neueschulehamburg;;;2007-01-01;;;;
830ff68f-3b84-46d5-9995-04c0d4dc634f;5en5is11 School;;;;;;Netherlands;6227 SZ;Maastricht;Veldstraat;20;0031438522829;;;http://www.5en5is11.nl;https://www.facebook.com/pages/5en5is11/130565330343391;https://twitter.com/5en5is11;;2011-08-29;;;;
44318219-439a-49e8-bf30-a50528f1c3a5;De Vallei democratische basisschool;;;;;;Netherlands;6665 AX;Driel;Fazantstraat;2;0031267370308;;;http://basisschooldevallei.nl;https://www.facebook.com/Bsdevallei;https://twitter.com/nldevallei;;2005-01-01;;;;
a5580216-fa18-4cfc-a0fe-4b2556d20efc;בית ספר דמוקרטי גבעול;;;;;;Israel;;Hadera;Mivtsa Ezra Street;7;0097246343223;;;http://www.givol.org;;;;1949-01-01;;;;
8bbec8a4-9f9e-4183-a6da-c226cd186834;Escuela Democrática de Huamachuco;;;;;;Peru;13301;Huamachuco, La Libertad Region;Jr. Ramon Castilla;208;005144949080581;;;http://escuela-democratica.org;https://www.facebook.com/pages/Escuela-Democr%C3%A1tica-de-Huamachuco/274371216029560;;;2009-01-01;;;;
e07bb44b-23ef-4f49-aa4d-699e687641fe;Schule Focus;;;;;;Switzerland;4103;Bottmingen;Wuhrmattstrasse;9;0041614214464;;;http://www.schulefokus.ch;;;;1968-01-01;;;;
2d6e41f0-6e60-420b-b584-2783b10f3f0a;"Educational Complex ""AIST School""";;;;;;Ukraine;21021;Vinnytsia;Prospekt Yunosti;9;00380432433826;;;http://aist.vn.ua/;;;;1990-01-01;;;;
6032f4c7-3d7d-4e7c-a955-a3115b6ca3a0;Bealings School;;;;;;United Kingdom;IP13 6LW;Little Bealings, Suffolk;Sandy Lane;Bealings School;00441473622376;;;http://www.bealings.net;;https://twitter.com/bealingsschool;;2008-01-01;;;;
178179f3-3207-4f6a-912c-0708ee4d447c;De Vrije Ruimte;;;;;;Netherlands;2517 HV;The Hague;Stadhouderslaan;15;0031702154800;;;http://www.devrijeruimte.org;;https://twitter.com/devrijeruimte1;;2000-01-01;;;;
659d1ba7-2215-4039-99dc-765d1dff0535;School De Paradox;;;;;;Netherlands;7251 EV;Vorden;Enkweg;17A;0031575470697;;;http://www.schooldeparadox.nl;https://www.facebook.com/pages/School-de-Paradox/124269154309673;https://twitter.com/SchoolDeParadox;;2004-01-01;;;;
ddc7e414-fa7e-449f-8111-d2a4daf11ee6;Alia College;;;;;;Australia;3123;Hawthorn East, VIC;Tooronga Road;405;0061398229622;;;http://www.alia.vic.edu.au;https://www.facebook.com/aliacollege;;;2002-01-01;;;;
35a855de-e891-4b3e-ad4e-cdb7e83df5e8;Blacktown Youth College;;;;;;Australia;2770;Hebersham, NSW;Mackellar Road;39;0061290115335;;;http://www.blacktownyouthcollege.nsw.edu.au;https://www.facebook.com/pages/Blacktown-Youth-College/342569422509021;;;1997-01-01;;;;
ed005aaf-e349-4284-851a-e16b849f543f;Instituto Helena Lubienska;;;;;;Brazil;50711-021;Recife;Rua Paraguassu;255;00558133121444;;;www.lubienska.com.br;;;;;;;;
d94f9c90-5dd2-40e6-9ea4-53a3b59ac0b2;Currambena Primary School and Preschool;;;;;;Australia;2066;Lane Cove, NSW;Longueville Road;205;0061294270644;;;http://currambena.nsw.edu.au;https://www.facebook.com/Currambena;https://twitter.com/Currambena;;1969-01-01;;;;
580e6327-43e1-4d21-97dc-da6c912cfb38;Maridahdi Early Childhood Community;;;;;;Australia;4350;Toowoomba, QLD;Bowtell Street;3;0061746351413;;;http://www.maridahdi.com;https://www.facebook.com/MaridahdiCommunity;;;1973-01-01;;;;
ee79e10b-0bd4-43e0-ab0e-746ea2fa5063;Preshil, The Margaret Lyttle Memorial School;;;;;;Australia;3101;Kew, VIC;Barkers Road;395;0061398176135;;;http://www.preshil.vic.edu.au;https://www.facebook.com/Preshil;https://twitter.com/preshilkew;;1930-01-01;;;;
50c8b572-c763-4437-a71a-ffd0f57e7103;Vlinderwijs School;;;;;;Belgium;2020;Antwerp;Erik Sasselaan;2;0032485935004;;;http://www.vlinderwijze.be;https://www.facebook.com/pages/Vlinderwijs/145993672095650;;;;;;;
